id,name,category,subcategory,type,price,brand,quantity
745,BIOTIS vanilla cream powder 50 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1,BIOTIS,50 g
746,BIOTIS chocolate desert powder 50 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1,BIOTIS,50 g
747,BIOTIS fruit jelly powder 20 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1,BIOTIS,20 g
748,BIOTIS lava cake mixture 500 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,2.5,BIOTIS,500 g
749,BIOTIS pizza mixture 500 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.8,BIOTIS,500 g
750,BIOTIS muffins mixture 500 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.9,BIOTIS,500 g
751,BALAS salt classic 250 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,1.2,BALAS,250 g
752,BALAS salt thin 250 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,1.2,BALAS,250 g
753,BALLAS salt thick 250 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,1.2,BALAS,250 g
754,MS salt 500 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,1,My Super,500 g
755,BALLAS sea salt 500 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,2,BALAS,500 g
756,BALLAS black salt 250 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,1.5,BALAS,250 g
757,BALLAS salt classic 500 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,2,BALAS,500 g
758,BALLAS salt thin 1 kg,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,2.8,BALAS,1 kg
759,BALLAS salt thick 1 kg,Basic packaged foods-Freezer,Spices-Herbs-Salt,Salt,3,BALAS,1 kg
760,MS dried laurel 20 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,0.5,My Super,20 g
761,MS oregano 100 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,1.5,My Super,100 g
762,MS dried mint 20 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,0.5,My Super,20 g
763,MS dried thyme 20 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,0.5,My Super,20 g
764,MS dried parsley 20 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,0.5,My Super,20 g
765,MS garlic grated 20 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,0.5,My Super,20 g
766,MS dried rosmary 20 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Herb,0.5,My Super,20 g
767,MS black pepper grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.6,My Super,50 g
768,MS black pepper 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.5,My Super,50 g
769,MS paprica dust 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
770,MS black pepper grated 100 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,1,My Super,100 g
771,MS cayenne pepper grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.6,My Super,50 g
772,MS white pepper 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.9,My Super,50 g
773,MS cinnamon sticks 100 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,1,My Super,100 g
774,MS cinnamon grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
775,MS onion grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
776,MS nutmeg grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
777,MS cumin grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
778,MS curry powder 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
779,MS carnation grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
780,MS chili flakes 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
781,MS turmeric grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
782,MS chili grated 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
783,MS ginger powder 50 g,Basic packaged foods-Freezer,Spices-Herbs-Salt,Spice,0.8,My Super,50 g
784,MS vinegar 400 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1,My Super,400 ml
785,MS red vinegar 400 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1,My Super,400 ml
786,MS white vinegar 400 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1,My Super,400 ml
787,TOP white vinegar 400 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1.5,TOP,400 ml
788,TOP balsamic vinegar 250 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1.5,TOP,250 ml
789,MS white vinegar 1 lt,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,2.5,My Super,1 lt
790,TOP apple vinegar 350 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1.2,TOP,350 ml
791,MS balsamic vinegar 500 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,2.5,My Super,500 ml
792,TOP balsamic cream 200 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,2,TOP,200 ml
793,TOP vinegar red wine 350 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1.5,TOP,350 ml
794,TOP balsamic vinegar with honey 250 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,1.5,TOP,250 ml
795,TOP vinegar white wine 350 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Vinegar,2,TOP,350 ml
796,MS ketchup 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.2,My Super,500 g
797,MS mild mustard 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.2,My Super,500 g
798,MS spicy mustard 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.3,My Super,500 g
799,MS mayonnaise 500 g ,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,2,My Super,500 g
800,MS pesto genovese 200 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1,My Super,200 g
801,MS bbq sauce 200 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.5,My Super,200 g
802,BEINZ mild mustard 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.5,BEINZ,500 g
803,BEINZ spice mustard 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.4,BEINZ,500 g
804,BEINZ ketchup 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.6,BEINZ,500 g
805,BEINZ spicy ketchup 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.7,BEINZ,500g
806,BEINZ mayoketchup 300 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.5,BEINZ,300 g
807,BEINZ bbq sauce 300 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.2,BEINZ,300 g
808,BEINZ mayonnaise 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.5,BEINZ,500 g
809,BEINZ dijon mustard 300 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,2,BEINZ,300 g
810,BEINZ vegan mayonnaise 300 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.2,BEINZ,300 g
811,BEINZ ceasar dressing 250 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.5,BEINZ,250 ml
812,BEINZ ketchup no sugar 500 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,1.8,BEINZ,500 g
813,BEINZ ketchup bio 200 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,2,BEINZ,200 g
814,BEINZ honey and mustard dressing 250 ml,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,3,BEINZ,250 ml
815,BEINZ cheddar sauce 250 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,3,BEINZ,250 g
816,BEINZ mayo with lemon 250 g,Basic packaged foods-Freezer,Vinegar-Sauces,Sauce,2,BEINZ,250 g
817,KARABOLEGOS sliced bread wheat 500 g,Basic packaged foods-Freezer,Bakery,Sliced bread,2.5,KARABOLEGOS,500 g
818,KARABOLEGOS sliced bread wholegrain 500 g,Basic packaged foods-Freezer,Bakery,Sliced bread,2.5,KARABOLEGOS,500 g
819,KARABOLEGOS sliced bread multigrain 500 g,Basic packaged foods-Freezer,Bakery,Sliced bread,3,KARABOLEGOS,500 g
820,MS sliced bread wheat 600 g,Basic packaged foods-Freezer,Bakery,Sliced bread,2,My Super,600 g
821,MS sliced bread wholegrain 600 g,Basic packaged foods-Freezer,Bakery,Sliced bread,2,My Super,600 g
822,KARABOLEGOS tortillas wheat 350 g,Basic packaged foods-Freezer,Bakery,Tortilla,2.2,KARABOLEGOS,350 g
823,KARABOLEGOS tortillas wholegrain 350 g,Basic packaged foods-Freezer,Bakery,Tortilla,2.2,KARABOLEGOS,350 g
824,MS tortillas wheat 500 g,Basic packaged foods-Freezer,Bakery,Tortilla,2,My Super,500 g
825,MS tortillas wholegrain 500 g,Basic packaged foods-Freezer,Bakery,Tortilla,2,My Super,500 g
826,MS bagel 300 g,Basic packaged foods-Freezer,Bakery,Bagel,2,My Super,300 g
827,KARABOLEGOS bagel 300 g,Basic packaged foods-Freezer,Bakery,Bagel,2.5,KARABOLEGOS,300 g
828,MS pita 700 g,Basic packaged foods-Freezer,Bakery,Pita,1.2,My Super,700 g
829,KARABOLEGOS pita 700 g,Basic packaged foods-Freezer,Bakery,Pita,1.5,KARABOLEGOS,700 g
830,MS rusks wheat 500 g,Basic packaged foods-Freezer,Bakery,Rusk,1.2,My Super,500 g
831,MS rusks wholegrain 500 g,Basic packaged foods-Freezer,Bakery,Rusk,1.5,My Super,500 g
832,MS rusk flake 200 g,Basic packaged foods-Freezer,Bakery,Rusk,1.5,My Super,200 g
833,MS breadsticks 100 g,Basic packaged foods-Freezer,Bakery,Breadstick,1,My Super,100 g
834,MS breadsticks with cheese 100 g,Basic packaged foods-Freezer,Bakery,Breadstick,2,My Super,100 g
835,MS breadsticks with garlic 100 g,Basic packaged foods-Freezer,Bakery,Breadstick,1,My Super,100 g
836,MS breadsticks wholegrain 100 g,Basic packaged foods-Freezer,Bakery,Breadstick,1,My Super,100 g
837,MS crouton 100 g,Basic packaged foods-Freezer,Bakery,Crouton,1,My Super,100 g
838,MS crouton with cheese 100 g,Basic packaged foods-Freezer,Bakery,Crouton,2,My Super,100 g
839,MS croissant with chocolate 90 g,Basic packaged foods-Freezer,Bakery,Croissant,0.8,My Super,90 g
840,MS croissant with vanilla 90 g,Basic packaged foods-Freezer,Bakery,Croissant,0.8,My Super,90 g
841,MS croissant with strawberry 90 g,Basic packaged foods-Freezer,Bakery,Croissant,0.8,My Super,90 g
842,CHAMBION croissant hazel praline 80 g,Basic packaged foods-Freezer,Bakery,Croissant,1,CHAMBION,80 g
843,CHAMBION croissant strawberry 80 g,Basic packaged foods-Freezer,Bakery,Croissant,1,CHAMBION,80 g
844,CHAMBION croissant chocolate 80 g,Basic packaged foods-Freezer,Bakery,Croissant,1,CHAMBION,80 g
845,CHAMBION croissant apricot 80 g,Basic packaged foods-Freezer,Bakery,Croissant,1,CHAMBION,80 g
846,MS halva vanilla 400 g,Basic packaged foods-Freezer,Bakery,Halva,2.5,My Super,400 g
847,MS halva chocolate 400 g,Basic packaged foods-Freezer,Bakery,Halva,2.5,My Super,400 g
848,MS halva almond 400 g,Basic packaged foods-Freezer,Bakery,Halva,2.5,My Super,400 g
849,MS halva cocoa 400 g,Basic packaged foods-Freezer,Bakery,Halva,2.5,My Super,400 g
850,MS halva strawberry 400 g,Basic packaged foods-Freezer,Bakery,Halva,2.5,My Super,400 g
851,CHAMBION tsoureki 400 g,Basic packaged foods-Freezer,Bakery,Tsoureki,3,CHAMBION,400 g
852,CHAMBION tsoureki with hazel 200 g,Basic packaged foods-Freezer,Bakery,Tsoureki,3,CHAMBION,200 g
853,CHAMBION tsoureki with white chocolate 400 g,Basic packaged foods-Freezer,Bakery,Tsoureki,5,CHAMBION,400 g
854,CHAMBION tsoureki mini 70 g,Basic packaged foods-Freezer,Bakery,Tsoureki,0.8,CHAMBION,70 g
855,CHAMBION tsoureki mini with chocolate 70 g,Basic packaged foods-Freezer,Bakery,Tsoureki,0.9,CHAMBION,70 g
856,CHAMBION tsoureki with praline 400 g,Basic packaged foods-Freezer,Bakery,Tsoureki,6,CHAMBION,400 g
857,MS ice cream vanilla 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,3.5,My Super,1 kg
858,MS ice cream vanilla chocolate strawberry 2 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,6,My Super,2 kg
859,MS ice cream vanilla chocolate 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,3,My Super,1 kg
860,MS ice cream stracciatella peanut 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,4,My Super,1 kg
861,MS ice cream chocolate strawbbery caramel 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,4,My Super,1 kg
862,BRIBRI ice cream vanilla chcolate 2 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,8,BRIBRI,2 kg
863,BRIBRI ice cream cookie caramel 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,5,BRIBRI,1 kg
864,BRIBRI ice cream vanilla chocolate strawberry 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,5,BRIBRI,1 kg
865,BRIBRI ice cream salty caramel 500 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,5,BRIBRI,500 g
866,BRIBRI popsicle stick vanilla chocolate 6 x 100 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,6,BRIBRI,600 g
867,BRIBRI popsicle stick strawberry caramel 6 x 100 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Ice cream,6.5,BRIBRI,600 g
868,IBANTIS frozen peas 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,2,IBANTIS,1 kg
869,IBANTIS frozen beans 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,2,IBANTIS,1 kg
870,IBANTIS frozen chicken nuggets 500 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4.5,IBANTIS,500 g
871,IBANTIS frozen meat balls 500 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4.5,IBANTIS,500 g
872,ALBA frozen pie with spinach 600 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4,ALBA,600 g
873,ALBA frozen pie with spinach and cheese 600 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4,ALBA,600 g
874,ALBA frozen pie with meat 600 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4,ALBA,600 g
875,ALBA frozen pie with cheese 600 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4,ALBA,600 g
876,FF frozen fish sticks 400 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4.8,FROZEN FISH,400 g
877,FF frozen squid legs 350 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4.5,FROZEN FISH,350 g
878,FF frozen octopus legs 350 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4.8,FROZEN FISH,350 g
879,ALBA frozen pizza margarita 700 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,6,ALBA,700 g
880,ALBA frozen pizza italliano 700 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,5,ALBA,700 g
881,FF frozen salmon 300 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,10,FROZEN FISH,300 g
882,MS frozen fries 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,3,My Super,1 kg
883,IBANTIS frozen okra 1 kg,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,2,IBANTIS,1 kg
884,IBANTIS frozen schnitzel chicken 500 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,5,IBANTIS,500 g
885,IBANTIS frozen vegetable mix 500 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,2.5,IBANTIS,500 g
886,FF frozen shrimp 400 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,7,FROZEN FISH,400 g
887,ALBA frozen pie with chicken 600 g,Basic packaged foods-Freezer,Frozen food-Ice cream,Frozen food,4,ALBA,600 g
888,Moutari moschofilero white dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,8,Moutari,750 ml
889,Bazaridi chardonnay white dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,9,Bazaridi,750 ml
890,Bichalaki vidiano white dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,6,Bichalaki,750 ml
891,MS white dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,4,My Super,750 ml
892,Bichalaki asyrtiko white dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,7,Bichalaki,750 ml
893,Moutari malagouzia white dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,11,Bichalaki,750 ml
894,Moutari moschofilero white semi sweet  wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,White wine,8,Moutari,750 ml
895,MS white semi sweet wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Wine,4,My Super,750 ml
896,Bichalaki mandilari rose dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Wine,7,Bichalaki,750 ml
897,Moutari malagouzia rose dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Wine,10,Moutari,750 ml
898,MS rose dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Wine,4,My Super,750 ml
899,MS rose semi sweet wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Wine,4,My Super,750 ml
900,Bionysos asyrtiko rose semi sweet wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Wine,7,Bionysos,750 ml
901,Bionysos merlot red dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Red wine,8,Bionysos,750 ml
902,Bazaridi syrah red dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Red wine,7,Bazaridi,750 ml
903,MS red dry wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Red wine,4,My Super,750 ml
904,MS red semi sweet wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Red wine,4,My Super,750 ml
905,Bionysos red semi sweet wine 750 ml,Beverages-soft drinks-waters-nuts,Winery,Red wine,9,Bionysos,750 ml
906,MS prosecco 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,8,My Super,750 ml
907,MS moscato d asti 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,8,My Super,750 ml
908,BARTINI white sparkling white 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,9,BARTINI,750 ml
909,BARTINI rose sparkling white 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,7,BARTINI,750 ml
910,Bancia prosecco 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,9,Bancia,750 ml
911,Bancia moscato d asti 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,9,Bancia,750 ml
912,BOET champagne brute 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,25,BOET,750 ml
913,BOET champagne rose 750 ml,Beverages-soft drinks-waters-nuts,Winery,Sparkling wine,20,BOET,750 ml
914,BEBSICO cola 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Cola,1.5,BEBSICO,1.5 lt
915,BEBSICO cola light 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Cola,1.5,BEBSICO,1.5 lt
916,BEBSICO cola 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Cola,3.5,BEBSICO,1.98 lt
917,BEBSICO cola light 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Cola,3.5,BEBSICO,1.98 lt
918,BEBSICO cola 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Cola,3,BEBSICO,2 lt
919,BEBSICO cola light 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Cola,3,BEBSICO,2 lt
920,BEBSICO orange 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Orange soft drink,1.5,BEBSICO,1.5 lt
921,BEBSICO orangeade light 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Orange soft drink,1.5,BEBSICO,1.5 lt
922,BEBSICO orangeade 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Orange soft drink,3.5,BEBSICO,1.98 lt
923,BEBSICO orangeade light 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Orange soft drink,3.5,BEBSICO,1.98 lt
924,BEBSICO orangeade 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Orange soft drink,3,BEBSICO,2 lt
925,BEBSICO orangeade light 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Orange soft drink,3,BEBSICO,2 lt
926,BEBSICO lemonade 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemonade,1.5,BEBSICO,1.5 lt
927,BEBSICO lemonade light 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemonade,1.5,BEBSICO,1.5 lt
928,BEBSICO lemonade 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemonade,3.5,BEBSICO,1.98 lt
929,BEBSICO lemonade light 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemonade,3.5,BEBSICO,1.98 lt
930,BEBSICO lemonade 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemonade,3,BEBSICO,2 lt
931,BEBSICO lemonade light 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemonade,3,BEBSICO,2 lt
932,BEBSICO lemon-lime soda 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemon-lime soda,1.5,BEBSICO,1.5 lt
933,BEBSICO lemon-lime soda light 1.5 lt,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemon-lime soda,1.5,BEBSICO,1.5 lt
934,BEBSICO lemon-lime soda 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemon-lime soda,3.5,BEBSICO,1.98 lt
935,BEBSICO lemon-lime soda 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemon-lime soda,3.5,BEBSICO,1.98 lt
936,BEBSICO lemon-lime soda 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemon-lime soda,3,BEBSICO,2 lt
937,BEBSICO lemon-lime soda 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Lemon-lime soda,3,BEBSICO,2 lt
938,MS soda water 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Soda water,1.5,My Super,1.98 lt
939,MS soda water 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Soda water,1.5,My Super,2 lt
940,BEBSICO soda water 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Soda water,2,BEBSICO,2 lt
941,BEBSICO soda water 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Soda water,2,BEBSICO,1.98 lt
942,BEBSICO tonic water 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Tonic water,3,BEBSICO,2 lt
943,BEBSICO tonic water 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Tonic water,3,BEBSICO,1.98 lt
944,BUBORG tonic water 4 x 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Tonic water,3,BUBORG,2 lt
945,BUBORG tonic water 6 x 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Tonic water,3,BUBORG,1.98 lt
946,BEBSICO pink grapefruit soda 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,1.2,BEBSICO,500 ml
947,BUBORG pink grapefruit soda 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,1.7,BUBORG,500 ml
948,BEBSICO cherry soda 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,1.5,BEBSICO,500 ml
949,BUBORG cherry soda 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,1.5,BUBORG,500 ml
950,BUBORG lime-mint soda 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,1.5,BUBORG,500 ml
951,BEBSICO indian tonic 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,1.5,BEBSICO,500 ml
952,BUBORG passion mocktail 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,2,BUBORG,330 ml
953,BEBSICO ginger ale 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,2,BEBSICO,330 ml
954,BUBORG virgin mojito 330 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Drink mixer,3,BUBORG,330 ml
955,BELL energy drink 250 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,1,BELL,250 ml
956,BELL energy drink no sugar 250 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,1,BELL,250 ml
957,BELL energy drink apple 250 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,1,BELL,250 ml
958,BELL energy drink cherry 250 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,1,BELL,250 ml
959,BED BULL energy drink 200 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,1.8,BED BULL,200 ml
960,BED BULL energy drink sugar free 200 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,1.8,BED BULL,200 ml
961,BED BULL energy drink 4 x 200 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Energy drink,6,BED BULL,800 ml
962, THESSTEA ice tea peach 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Ice tea,1.2,THESSTEA,500 ml
963,THESSTEA ice tea lemon 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Ice tea,1.2,THESSTEA,500 ml
964,THESSTEA green ice tea 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Ice tea,1.2,THESSTEA,500 ml
965,THESSTEA earl grey ice tea 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Ice tea,1.2,THESSTEA,500 ml
966,THESSTEA ice tea passionfruit 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Ice tea,1.2,THESSTEA,500 ml
967,THESSTEA ice tea mango 500 ml,Beverages-soft drinks-waters-nuts,Soft drinks and juice,Ice tea,1.2,THESSTEA,500 ml
